Taxa	Genotype	Country	Date
MK516279.1	HBV-D	India	2014
MK516278.1	HBV-D	India	2012
MK512477.1	HBV-A	Rwanda	2014
MK512476.1	HBV-A	Rwanda	2014
MK512475.1	HBV-A	Rwanda	2014
MK512474.1	HBV-A	Rwanda	2014
MK512473.1	HBV-A	Rwanda	2014
MK512472.1	HBV-A	Rwanda	2014
MK512471.1	HBV-A	Rwanda	2014
MK512470.1	HBV-A	Rwanda	2014
MK512469.1	HBV-A	Rwanda	2014
MK512468.1	HBV-A	Rwanda	2014
MK512467.1	HBV-A	Rwanda	2014
MK512466.1	HBV-A	Rwanda	2014
MK512465.1	HBV-A	Rwanda	2014
MK512464.1	HBV-A	Rwanda	2014
MK512463.1	HBV-A	Rwanda	2014
MK512462.1	HBV-A	Rwanda	2014
MK512461.1	HBV-A	Rwanda	2014
MK512460.1	HBV-A	Rwanda	2014
MK512459.1	HBV-A	Rwanda	2014
MK512458.1	HBV-A	Rwanda	2014
MK512457.1	HBV-A	Rwanda	2014
MK512456.1	HBV-A	Rwanda	2014
MK512455.1	HBV-A	Rwanda	2014
MK507914.1	HBV-D	India	2016
MK507913.1	HBV-D	India	2014
MK507912.1	HBV-D	India	2014
MK507911.1	HBV-D	India	2012
MK507910.1	HBV-D	India	2013
MK355501.1	HBV-D	Iran, Islamic Republic of	2018
MK355500.1	HBV-D	Iran, Islamic Republic of	2018
MK345475.1	HBV-A	Germany	2008
MK345474.1	HBV-A	Germany	2008
MK345470.2	HBV-A	Germany	2008
MK345467.1	HBV-A	Germany	2008
MK345466.1	HBV-A	Germany	2008
MK345465.1	HBV-A	Germany	2009
MK345463.1	HBV-A	Ivory Coast	2004
MK345462.1	HBV-A	Ivory Coast	2004
MK345461.1	HBV-A	Ivory Coast	2004
MK345460.1	HBV-A	Ivory Coast	2004
MK321266.1	HBV-C	United Kingdom	2018
MK321265.1	HBV-C	United Kingdom	2018
MK321264.1	HBV-E	United Kingdom	2018
MK286461.1	HBV-C	Lao People's Democratic Republic	2008
MK286460.1	HBV-B	Lao People's Democratic Republic	2009
MK183647.1	HBV-F	Paraguay	2017
MK183646.1	HBV-F	Paraguay	2017
MK183645.1	HBV-F	Paraguay	2017
MK183644.1	HBV-F	Paraguay	2017
MK183643.1	HBV-F	Paraguay	2017
MK183642.1	HBV-F	Paraguay	2017
MK183641.1	HBV-F	Paraguay	2017
MK183640.1	HBV-F	Paraguay	2017
MK183639.1	HBV-F	Paraguay	2017
MK183638.1	HBV-F	Paraguay	2017
MK183637.1	HBV-F	Paraguay	2017
MK183636.1	HBV-F	Paraguay	2017
MK183634.1	HBV-F	Paraguay	2017
MK183633.1	HBV-F	Paraguay	2017
MK183632.1	HBV-F	Paraguay	2017
MK183631.1	HBV-F	Paraguay	2017
MK183630.1	HBV-F	Paraguay	2017
MK075117.1	HBV-B	China	2018
MK058437.1	HBV-F	Mexico	2015
MK052976.1	HBV-B	China	2011
MK052975.1	HBV-D	China	2011
MK052974.1	HBV-D	China	2011
MK052973.1	HBV-D	China	2011
MK052972.1	HBV-D	China	2011
MK052971.1	HBV-D	China	2011
MK052970.1	HBV-B	China	2011
MK052969.1	HBV-D	China	2011
MK052968.1	HBV-B	China	2011
MK052967.1	HBV-B	China	2011
MK052966.1	HBV-D	China	2011
MK052965.1	HBV-B	China	2011
MK052964.1	HBV-B	China	2011
MK052963.1	HBV-D	China	2011
MK052962.1	HBV-B	China	2011
MK052961.1	HBV-D	China	2018
MK052960.1	HBV-D	China	2018
MK052959.1	HBV-D	China	2018
MK052958.1	HBV-D	China	2018
MK052957.1	HBV-D	China	2018
MK052956.1	HBV-D	China	2018
MK052955.1	HBV-D	China	2018
MK052954.1	HBV-D	China	2018
MK052953.1	HBV-D	China	2018
MK052952.1	HBV-D	China	2018
MK052951.1	HBV-D	China	2018
MK052950.1	HBV-D	China	2018
MK052949.1	HBV-D	China	2018
MK052948.1	HBV-D	China	2018
MK052947.1	HBV-D	China	2018
MH932714.1	HBV-D	Japan	2018
MH932713.1	HBV-A	Japan	2017
MH932712.1	HBV-B	Japan	2018
MH918655.1	HBV-E	Nigeria	2015
MH891502.1	HBV-C	Japan	2018
MH887433.1	HBV-C	Japan	2018
MH818373.1	HBV-B	Japan	2017
MH746813.1	HBV-I	China	2016
MH746812.1	HBV-I	China	2016
MH746811.1	HBV-I	China	2016
MH724252.1	HBV-D	Brazil	2012
MH724251.1	HBV-D	Brazil	2004
MH724250.1	HBV-D	Brazil	2004
MH724249.1	HBV-D	Brazil	2004
MH724248.1	HBV-D	Brazil	2004
MH724247.1	HBV-D	Brazil	2004
MH724246.1	HBV-D	Brazil	2012
MH724245.1	HBV-D	Brazil	2012
MH724244.1	HBV-D	Brazil	2004
MH724243.1	HBV-D	Brazil	2004
MH724242.1	HBV-D	Brazil	2004
MH724241.1	HBV-D	Brazil	2004
MH724240.1	HBV-D	Brazil	2004
MH724239.1	HBV-D	Brazil	2004
MH724238.1	HBV-D	Brazil	2004
MH724237.1	HBV-D	Brazil	2004
MH724236.1	HBV-D	Brazil	2004
MH724235.1	HBV-D	Brazil	2004
MH724234.1	HBV-D	Brazil	2004
MH724233.1	HBV-D	Brazil	2004
MH724232.1	HBV-D	Brazil	2004
MH724231.1	HBV-D	Brazil	2004
MH724230.1	HBV-D	Brazil	2004
MH724229.1	HBV-D	Brazil	2004
MH724228.1	HBV-D	Brazil	2004
MH724227.1	HBV-D	Brazil	2004
MH724226.1	HBV-D	Brazil	2004
MH724225.1	HBV-D	Brazil	2004
MH724224.1	HBV-D	Brazil	2004
MH724223.1	HBV-D	Brazil	2013
MH724222.1	HBV-D	Brazil	2013
MH724221.1	HBV-D	Brazil	2013
MH724220.1	HBV-D	Brazil	2004
MH724219.1	HBV-D	Brazil	2012
MH724218.1	HBV-D	Brazil	2012
MH724217.1	HBV-D	Brazil	2004
MH724216.1	HBV-D	Brazil	2012
MH724215.1	HBV-D	Brazil	2004
MH724214.1	HBV-D	Brazil	2004
MH685719.1	HBV-D	Uganda	2013
MH663473.1	HBV-B	China	2011
MH580652.1	HBV-E	Cameroon	2011
MH580651.1	HBV-E	Cameroon	2011
MH580650.1	HBV-E	Cameroon	2011
MH580649.1	HBV-E	Cameroon	2011
MH580648.1	HBV-E	Cameroon	2011
MH580647.1	HBV-E	Cameroon	2011
MH580646.1	HBV-E	Cameroon	2011
MH580645.1	HBV-E	Cameroon	2011
MH580644.1	HBV-E	Cameroon	2011
MH580643.1	HBV-A	Cameroon	2011
MH580642.1	HBV-A	Cameroon	2011
MH580641.1	HBV-E	Cameroon	2011
MH580640.1	HBV-E	Cameroon	2011
MH580639.1	HBV-A	Cameroon	2011
MH580638.1	HBV-E	Cameroon	2011
MH580637.1	HBV-E	Cameroon	2011
MH580636.1	HBV-E	Cameroon	2011
MH580635.1	HBV-E	Cameroon	2011
MH580634.1	HBV-E	Cameroon	2011
MH580633.1	HBV-E	Cameroon	2011
MH580632.1	HBV-E	Cameroon	2011
MH580631.1	HBV-E	Cameroon	2011
MH580630.1	HBV-E	Cameroon	2011
MH580629.1	HBV-E	Cameroon	2011
MH580628.1	HBV-E	Cameroon	2011
MH580627.1	HBV-A	Cameroon	2011
MH580626.1	HBV-E	Cameroon	2011
MH580625.1	HBV-E	Cameroon	2011
MH580624.1	HBV-E	Cameroon	2011
MH580623.1	HBV-E	Cameroon	2011
MH580622.1	HBV-E	Cameroon	2011
MH580621.1	HBV-E	Cameroon	2011
MH580620.1	HBV-E	Cameroon	2011
MH580619.1	HBV-E	Cameroon	2011
MH580618.1	HBV-E	Cameroon	2011
MH580617.1	HBV-E	Cameroon	2011
MH580616.1	HBV-E	Cameroon	2011
MH580615.1	HBV-E	Cameroon	2011
MH580614.1	HBV-E	Cameroon	2011
MH481862.1	HBV-D	South Africa	2012
MH481861.1	HBV-D	South Africa	2012
MH481860.1	HBV-D	South Africa	2012
MH481859.1	HBV-D	South Africa	2012
MH481858.1	HBV-D	South Africa	2012
MH464856.1	HBV-E	Botswana	2009
MH464855.1	HBV-E	Botswana	2009
MH464854.1	HBV-D	Botswana	2009
MH464853.1	HBV-D	Botswana	2009
MH464852.1	HBV-D	Botswana	2009
MH464851.1	HBV-D	Botswana	2009
MH464850.1	HBV-D	Botswana	2009
MH464849.1	HBV-D	Botswana	2009
MH464848.1	HBV-D	Botswana	2009
MH464847.1	HBV-D	Botswana	2009
MH464846.1	HBV-D	Botswana	2009
MH464845.1	HBV-D	Botswana	2009
MH464844.1	HBV-D	Botswana	2009
MH464843.1	HBV-D	Botswana	2009
MH464842.1	HBV-D	Botswana	2009
MH464841.1	HBV-D	Botswana	2009
MH464840.1	HBV-D	Botswana	2009
MH464839.1	HBV-D	Botswana	2009
MH464838.1	HBV-D	Botswana	2009
MH464837.1	HBV-D	Botswana	2009
MH464836.1	HBV-D	Botswana	2009
MH464835.1	HBV-D	Botswana	2009
MH464834.1	HBV-D	Botswana	2009
MH464833.1	HBV-D	Botswana	2009
MH464832.1	HBV-D	Botswana	2009
MH464831.1	HBV-D	Botswana	2009
MH464830.1	HBV-A	Botswana	2009
MH464829.1	HBV-A	Botswana	2009
MH464828.1	HBV-A	Botswana	2009
MH464827.1	HBV-A	Botswana	2009
MH464826.1	HBV-A	Botswana	2009
MH464825.1	HBV-A	Botswana	2009
MH464824.1	HBV-A	Botswana	2009
MH464823.1	HBV-A	Botswana	2009
MH464822.1	HBV-A	Botswana	2009
MH464821.1	HBV-A	Botswana	2009
MH464820.1	HBV-A	Botswana	2009
MH464819.1	HBV-A	Botswana	2009
MH464818.1	HBV-A	Botswana	2009
MH464817.1	HBV-A	Botswana	2009
MH464816.1	HBV-A	Botswana	2009
MH464815.1	HBV-A	Botswana	2009
MH464814.1	HBV-A	Botswana	2009
MH464813.1	HBV-A	Botswana	2009
MH464812.1	HBV-A	Botswana	2009
MH464811.1	HBV-A	Botswana	2009
MH464810.1	HBV-A	Botswana	2009
MH464809.1	HBV-A	Botswana	2009
MH464808.1	HBV-A	Botswana	2009
MH464807.1	HBV-A	Botswana	2008
MH368022.1	HBV-I	Thailand	2009
MH220971.1	HBV-C	Bangladesh	2017
MH220970.1	HBV-D	Bangladesh	2017
MH061283.1	HBV-B	Taiwan, Province of China	2015
MH051987.1	HBV-F	Venezuela, Bolivarian Republic of	2011
MH051986.1	HBV-F	Venezuela, Bolivarian Republic of	2011
MG893561.1	HBV-C	China	2014
MG893560.1	HBV-C	China	2014
MG893559.1	HBV-C	China	2014
MG893558.1	HBV-C	China	2014
MG893557.1	HBV-C	China	2014
MG893556.1	HBV-C	China	2014
MG893555.1	HBV-B	China	2014
MG893554.1	HBV-B	China	2014
MG893553.1	HBV-C	China	2014
MG877728.1	HBV-D	Argentina	2014
MG877727.1	HBV-D	Argentina	2009
MG877726.1	HBV-D	Argentina	2004
MG877725.1	HBV-A	Argentina	2015
MG877723.1	HBV-A	Argentina	2004
MG877722.1	HBV-F	Argentina	2015
MG877721.1	HBV-F	Argentina	2006
MG877720.1	HBV-D	Argentina	2015
MG877719.1	HBV-D	Argentina	2008
MG877718.1	HBV-D	Argentina	2004
MG877717.1	HBV-F	Argentina	2014
MG877716.1	HBV-F	Argentina	2009
MG877715.1	HBV-F	Argentina	2004
MG877714.1	HBV-F	Argentina	2016
MG877712.1	HBV-F	Argentina	2004
MG877711.1	HBV-D	Argentina	2013
MG877709.1	HBV-D	Argentina	2006
MG877708.1	HBV-F	Argentina	2016
MG877707.1	HBV-F	Argentina	2010
MG877706.1	HBV-F	Argentina	2004
MG877705.1	HBV-F	Argentina	2016
MG877704.1	HBV-F	Argentina	2010
MG877703.1	HBV-F	Argentina	2005
MG877702.1	HBV-F	Argentina	2016
MG877701.1	HBV-F	Argentina	2012
MG877700.1	HBV-F	Argentina	2004
MG826127.1	HBV-C	China	2016
MG725248.1	HBV-C	Bangladesh	2017
MG585269.1	HBV-D	Italy	2016
MG571376.1	HBV-B	China	2007
MG571375.1	HBV-B	China	2011
MG571374.1	HBV-B	China	2011
MG571373.1	HBV-B	China	2011
MG571372.1	HBV-B	China	2011
MG571371.1	HBV-B	China	2011
MG571370.1	HBV-B	China	2011
MG571369.1	HBV-B	China	2011
MG571368.1	HBV-B	China	2011
MG571367.1	HBV-B	China	2011
MG571366.1	HBV-B	China	2011
MG571365.1	HBV-B	China	2011
MG571364.1	HBV-B	China	2011
MG571363.1	HBV-B	China	2011
MG571362.1	HBV-B	China	2011
MG571361.1	HBV-B	China	2011
MG571360.1	HBV-B	China	2011
MG571359.1	HBV-C	China	2011
MG571358.1	HBV-B	China	2011
MG571357.1	HBV-B	China	2011
MG571356.1	HBV-B	China	2011
MG571355.1	HBV-B	China	2011
MG571354.1	HBV-B	China	2011
MG571353.1	HBV-B	China	2011
MG571352.1	HBV-B	China	2010
MG571351.1	HBV-B	China	2010
MG571350.1	HBV-B	China	2010
MG571349.1	HBV-B	China	2010
MG571348.1	HBV-B	China	2010
MG571347.1	HBV-B	China	2010
MG571346.1	HBV-B	China	2010
MG571345.1	HBV-C	China	2010
MG571344.1	HBV-B	China	2010
MG571343.1	HBV-B	China	2010
MG571342.1	HBV-B	China	2010
MG571341.1	HBV-B	China	2010
MG571340.1	HBV-B	China	2010
MG571339.1	HBV-B	China	2010
MG571338.1	HBV-B	China	2010
MG571337.1	HBV-B	China	2010
MG571336.1	HBV-B	China	2010
MG571335.1	HBV-C	China	2009
MG571334.1	HBV-B	China	2010
MG571333.1	HBV-B	China	2010
MG571332.1	HBV-C	China	2010
MG571331.1	HBV-B	China	2010
MG571330.1	HBV-B	China	2010
MG571329.1	HBV-B	China	2010
MG571328.1	HBV-B	China	2010
MG571327.1	HBV-B	China	2009
MG571326.1	HBV-B	China	2009
MG571325.1	HBV-B	China	2008
MG571324.1	HBV-B	China	2009
MG571323.1	HBV-B	China	2009
MG571322.1	HBV-B	China	2008
MG571321.1	HBV-B	China	2007
MG457484.1	HBV-A	China	2015
MG457483.1	HBV-A	China	2015
MG457482.1	HBV-A	China	2015
MG457481.1	HBV-A	China	2015
MG457480.1	HBV-A	China	2015
MG457479.1	HBV-A	China	2016
MG457478.1	HBV-A	China	2016
MG457477.1	HBV-A	China	2016
MG457476.1	HBV-A	China	2016
MG457475.1	HBV-A	China	2016
MG457474.1	HBV-A	China	2016
MG457473.1	HBV-A	China	2016
MG457472.1	HBV-A	China	2016
MG457471.1	HBV-A	China	2015
MG457470.1	HBV-A	China	2014
MG457469.1	HBV-A	China	2014
MG457468.1	HBV-A	China	2014
MG457467.1	HBV-A	China	2014
MG372436.1	HBV-B	China	2011
MG098584.1	HBV-F	Argentina	2015
MG098583.1	HBV-F	Bolivia, Plurinational State of	2014
MG098582.1	HBV-F	Argentina	2014
MG098581.1	HBV-F	Argentina	2014
MG098580.1	HBV-F	Argentina	2014
MG098579.1	HBV-F	Argentina	2014
MG098578.1	HBV-F	Argentina	2014
MG098577.1	HBV-F	Argentina	2014
MG098576.1	HBV-F	Argentina	2014
MG098575.1	HBV-F	Argentina	2014
MG098574.1	HBV-F	Bolivia, Plurinational State of	2014
MG098573.1	HBV-F	Bolivia, Plurinational State of	2014
MG098572.1	HBV-F	Argentina	2014
MG098571.1	HBV-F	Argentina	2014
MG098570.1	HBV-F	Bolivia, Plurinational State of	2014
MG098569.1	HBV-F	Argentina	2014
MG098568.1	HBV-F	Argentina	2014
MG098567.1	HBV-F	Argentina	2014
MG098566.1	HBV-F	Argentina	2014
MG098565.1	HBV-F	Argentina	2014
MG098564.1	HBV-F	Argentina	2014
MF967563.1	HBV-D	United States	2017
MF925410.1	HBV-C	Bangladesh	2015
MF925409.1	HBV-C	Bangladesh	2015
MF925408.1	HBV-C	Bangladesh	2015
MF925407.1	HBV-A	Bangladesh	2015
MF925406.1	HBV-C	Bangladesh	2015
MF925405.1	HBV-C	Bangladesh	2015
MF925404.1	HBV-A	Bangladesh	2015
MF925403.1	HBV-C	Bangladesh	2015
MF925402.1	HBV-D	Bangladesh	2015
MF925401.1	HBV-D	Bangladesh	2015
MF925400.1	HBV-A	Bangladesh	2015
MF925399.1	HBV-C	Bangladesh	2015
MF925398.1	HBV-C	Bangladesh	2015
MF925397.1	HBV-D	Bangladesh	2015
MF925396.1	HBV-D	Bangladesh	2015
MF925395.1	HBV-C	Bangladesh	2015
MF925394.1	HBV-C	Bangladesh	2015
MF925393.1	HBV-D	Bangladesh	2015
MF925392.1	HBV-D	Bangladesh	2015
MF925391.1	HBV-D	Bangladesh	2015
MF925390.1	HBV-D	Bangladesh	2015
MF925389.1	HBV-C	Bangladesh	2015
MF925388.1	HBV-D	Bangladesh	2015
MF925387.1	HBV-C	Bangladesh	2015
MF925386.1	HBV-A	Bangladesh	2015
MF925385.1	HBV-A	Bangladesh	2015
MF925384.1	HBV-D	Bangladesh	2015
MF925383.1	HBV-D	Bangladesh	2015
MF925382.1	HBV-C	Bangladesh	2015
MF925381.1	HBV-C	Bangladesh	2015
MF925380.1	HBV-D	Bangladesh	2015
MF925379.1	HBV-D	Bangladesh	2015
MF925378.1	HBV-C	Bangladesh	2015
MF925377.1	HBV-C	Bangladesh	2015
MF925376.1	HBV-C	Bangladesh	2015
MF925375.1	HBV-C	Bangladesh	2015
MF925374.1	HBV-C	Bangladesh	2015
MF925373.1	HBV-A	Bangladesh	2015
MF925372.1	HBV-A	Bangladesh	2015
MF925371.1	HBV-D	Bangladesh	2015
MF925370.1	HBV-C	Bangladesh	2015
MF925369.1	HBV-C	Bangladesh	2015
MF925368.1	HBV-A	Bangladesh	2015
MF925367.1	HBV-C	Bangladesh	2015
MF925366.1	HBV-D	Bangladesh	2015
MF925365.1	HBV-C	Bangladesh	2015
MF925364.1	HBV-D	Bangladesh	2015
MF925363.1	HBV-D	Bangladesh	2015
MF925362.1	HBV-A	Bangladesh	2015
MF925361.1	HBV-A	Bangladesh	2015
MF925360.1	HBV-D	Bangladesh	2015
MF925359.1	HBV-C	Bangladesh	2015
MF925358.1	HBV-D	Bangladesh	2015
MF772362.1	HBV-E	Cabo Verde	2016
MF772361.1	HBV-E	Cabo Verde	2016
MF772360.1	HBV-E	Cabo Verde	2015
MF772359.1	HBV-E	Cabo Verde	2016
MF772358.1	HBV-E	Cabo Verde	2016
MF772357.1	HBV-E	Cabo Verde	2016
MF772356.1	HBV-E	Cabo Verde	2016
MF772355.1	HBV-E	Cabo Verde	2016
MF772354.1	HBV-E	Cabo Verde	2016
MF772353.1	HBV-A	Cabo Verde	2011
MF772352.1	HBV-A	Cabo Verde	2015
MF772351.1	HBV-A	Cabo Verde	2016
MF772350.1	HBV-A	Cabo Verde	2015
MF772349.1	HBV-A	Cabo Verde	2015
MF772348.1	HBV-A	Cabo Verde	2015
MF772347.1	HBV-A	Cabo Verde	2015
MF772346.1	HBV-A	Cabo Verde	2016
MF772345.1	HBV-A	Cabo Verde	2016
MF772344.1	HBV-A	Cabo Verde	2014
MF674515.1	HBV-B	Viet Nam	2014
MF674514.1	HBV-C	Viet Nam	2014
MF674513.1	HBV-B	Viet Nam	2014
MF674512.1	HBV-B	Viet Nam	2014
MF674511.1	HBV-B	Viet Nam	2014
MF674510.1	HBV-B	Viet Nam	2014
MF674509.1	HBV-B	Viet Nam	2014
MF674508.1	HBV-B	Viet Nam	2014
MF674507.1	HBV-B	Viet Nam	2014
MF674506.1	HBV-B	Viet Nam	2014
MF674505.1	HBV-B	Viet Nam	2014
MF674504.1	HBV-C	Viet Nam	2014
MF674503.1	HBV-B	Viet Nam	2014
MF674502.1	HBV-C	Viet Nam	2014
MF674501.1	HBV-C	Viet Nam	2014
MF674500.1	HBV-B	Viet Nam	2014
MF674499.1	HBV-B	Viet Nam	2014
MF674498.1	HBV-B	Viet Nam	2014
MF674497.1	HBV-B	Viet Nam	2014
MF674496.1	HBV-B	Viet Nam	2014
MF674495.1	HBV-B	Viet Nam	2014
MF674494.1	HBV-C	Viet Nam	2014
MF674493.1	HBV-B	Viet Nam	2014
MF674492.1	HBV-B	Viet Nam	2014
MF674491.1	HBV-B	Viet Nam	2012
MF674490.1	HBV-B	Viet Nam	2012
MF674489.1	HBV-C	Viet Nam	2012
MF674488.1	HBV-B	Viet Nam	2012
MF674487.1	HBV-B	Viet Nam	2012
MF674486.1	HBV-C	Viet Nam	2012
MF674485.1	HBV-B	Viet Nam	2012
MF674484.1	HBV-C	Viet Nam	2012
MF674483.1	HBV-B	Viet Nam	2012
MF674482.1	HBV-B	Viet Nam	2012
MF674481.1	HBV-B	Viet Nam	2012
MF674480.1	HBV-B	Viet Nam	2012
MF674479.1	HBV-B	Viet Nam	2012
MF674478.1	HBV-B	Viet Nam	2012
MF674477.1	HBV-B	Viet Nam	2012
MF674476.1	HBV-B	Viet Nam	2012
MF674475.1	HBV-C	Viet Nam	2012
MF674474.1	HBV-C	Viet Nam	2012
MF674473.1	HBV-B	Viet Nam	2016
MF674472.1	HBV-C	Viet Nam	2016
MF674471.1	HBV-C	Viet Nam	2016
MF674470.1	HBV-B	Viet Nam	2016
MF674469.1	HBV-B	Viet Nam	2016
MF674468.1	HBV-C	Viet Nam	2016
MF674467.1	HBV-C	Viet Nam	2016
MF674466.1	HBV-B	Viet Nam	2016
MF674465.1	HBV-B	Viet Nam	2016
MF674464.1	HBV-B	Viet Nam	2016
MF674463.1	HBV-C	Viet Nam	2016
MF674462.1	HBV-B	Viet Nam	2016
MF674461.1	HBV-B	Viet Nam	2016
MF674460.1	HBV-B	Viet Nam	2016
MF674459.1	HBV-B	Viet Nam	2016
MF674458.1	HBV-C	Viet Nam	2016
MF674457.1	HBV-C	Viet Nam	2016
MF674456.1	HBV-B	Viet Nam	2016
MF674455.1	HBV-B	Viet Nam	2016
MF674454.1	HBV-C	Viet Nam	2016
MF674453.1	HBV-B	Viet Nam	2016
MF674452.1	HBV-B	Viet Nam	2016
MF674451.1	HBV-B	Viet Nam	2016
MF674450.1	HBV-B	Viet Nam	2016
MF674449.1	HBV-B	Viet Nam	2016
MF674448.1	HBV-B	Viet Nam	2016
MF674447.1	HBV-B	Viet Nam	2016
MF674446.1	HBV-B	Viet Nam	2016
MF674445.1	HBV-B	Viet Nam	2016
MF674444.1	HBV-C	Viet Nam	2016
MF674443.1	HBV-B	Viet Nam	2016
MF674442.1	HBV-C	Viet Nam	2016
MF674441.1	HBV-B	Viet Nam	2016
MF674440.1	HBV-B	Viet Nam	2016
MF674439.1	HBV-B	Viet Nam	2016
MF674438.1	HBV-B	Viet Nam	2016
MF674437.1	HBV-B	Viet Nam	2016
MF674436.1	HBV-B	Viet Nam	2016
MF674435.1	HBV-C	Viet Nam	2016
MF674434.1	HBV-B	Viet Nam	2016
MF674433.1	HBV-B	Viet Nam	2016
MF674432.1	HBV-B	Viet Nam	2016
MF674431.1	HBV-B	Viet Nam	2016
MF674430.1	HBV-C	Viet Nam	2016
MF674429.1	HBV-C	Viet Nam	2016
MF674428.1	HBV-C	Viet Nam	2016
MF674427.1	HBV-B	Viet Nam	2016
MF674426.1	HBV-B	Viet Nam	2016
MF674425.1	HBV-C	Viet Nam	2016
MF674424.1	HBV-B	Viet Nam	2016
MF674423.1	HBV-B	Viet Nam	2016
MF674422.1	HBV-B	Viet Nam	2016
MF674421.1	HBV-B	Viet Nam	2016
MF674420.1	HBV-B	Viet Nam	2016
MF674419.1	HBV-B	Viet Nam	2016
MF674418.1	HBV-C	Viet Nam	2016
MF674417.1	HBV-C	Viet Nam	2016
MF674416.1	HBV-B	Viet Nam	2016
MF674415.1	HBV-B	Viet Nam	2016
MF674414.1	HBV-B	Viet Nam	2016
MF674413.1	HBV-B	Viet Nam	2016
MF674412.1	HBV-C	Viet Nam	2016
MF674411.1	HBV-C	Viet Nam	2016
MF674410.1	HBV-B	Viet Nam	2016
MF674409.1	HBV-B	Viet Nam	2016
MF674408.1	HBV-C	Viet Nam	2016
MF674407.1	HBV-B	Viet Nam	2016
MF674406.1	HBV-B	Viet Nam	2016
MF674405.1	HBV-B	Viet Nam	2016
MF674404.1	HBV-B	Viet Nam	2016
MF674403.1	HBV-C	Viet Nam	2016
MF674402.1	HBV-C	Viet Nam	2016
MF674401.1	HBV-B	Viet Nam	2016
MF674400.1	HBV-B	Viet Nam	2016
MF674399.1	HBV-C	Viet Nam	2016
MF674398.1	HBV-C	Viet Nam	2016
MF674397.1	HBV-B	Viet Nam	2016
MF674396.1	HBV-B	Viet Nam	2016
MF674395.1	HBV-B	Viet Nam	2016
MF674394.1	HBV-B	Viet Nam	2016
MF674393.1	HBV-B	Viet Nam	2016
MF674392.1	HBV-B	Viet Nam	2016
MF674391.1	HBV-B	Viet Nam	2016
MF674390.1	HBV-C	Viet Nam	2016
MF674389.1	HBV-B	Viet Nam	2016
MF674388.1	HBV-C	Viet Nam	2016
MF674387.1	HBV-B	Viet Nam	2016
MF674386.1	HBV-C	Viet Nam	2016
MF674385.1	HBV-B	Viet Nam	2016
MF674384.1	HBV-B	Viet Nam	2016
MF674383.1	HBV-B	Viet Nam	2016
MF674382.1	HBV-B	Viet Nam	2016
LT935670.1	HBV-F	Peru	2010
LT935669.1	HBV-F	Peru	2010
LT935668.1	HBV-F	Peru	2009
LT935667.1	HBV-F	Peru	2009
LT935666.1	HBV-F	Peru	2010
LT935665.1	HBV-F	Peru	2009
LT935664.1	HBV-F	Peru	2010
LT935663.1	HBV-F	Peru	2009
LT935662.1	HBV-F	Peru	2009
LT935661.1	HBV-F	Peru	2011
LT935660.1	HBV-F	Peru	2010
LT935659.1	HBV-F	Peru	2006
LT718449.1	HBV-D	Unknown	2004
LT717703.1	HBV-D	Unknown	2004
LT717702.1	HBV-D	Unknown	1985
LC832945.1	HBV-B	Japan	2023
LC831106.1	HBV-F	United States	2016
LC831105.1	HBV-F	United States	2014
LC829576.1	HBV-A	Japan	2023
LC806977.1	HBV-I	Japan	2023
LC800356.1	HBV-B	Japan	2021
LC800355.1	HBV-B	Japan	2016
LC800354.1	HBV-B	Japan	2021
LC800353.1	HBV-B	Japan	2016
LC791220.1	HBV-B	Japan	2021
LC789984.1	HBV-A	Japan	2023
LC789983.1	HBV-A	Japan	2023
LC784057.1	HBV-B	Japan	2022
LC784056.1	HBV-C	Japan	2022
LC784055.1	HBV-C	Japan	2022
LC784054.1	HBV-B	Japan	2022
LC784053.1	HBV-B	Japan	2022
LC784052.1	HBV-C	Japan	2022
LC784051.1	HBV-B	Japan	2022
LC784050.1	HBV-C	Japan	2022
LC784049.1	HBV-B	Japan	2022
LC784048.1	HBV-B	Japan	2022
LC784047.1	HBV-B	Japan	2022
LC784046.1	HBV-B	Japan	2022
LC784045.1	HBV-B	Japan	2022
LC784044.1	HBV-A	Japan	2022
LC778017.1	HBV-B	Japan	2022
LC778016.1	HBV-B	Japan	2022
LC778015.1	HBV-B	Japan	2022
LC778014.1	HBV-B	Japan	2022
LC778013.1	HBV-B	Japan	2022
LC778012.1	HBV-B	Japan	2022
LC778011.1	HBV-B	Japan	2022
LC778010.1	HBV-B	Japan	2022
LC778009.1	HBV-B	Japan	2022
LC778008.1	HBV-B	Japan	2022
LC778007.1	HBV-B	Japan	2022
LC778006.1	HBV-A	Japan	2022
LC778005.1	HBV-A	Japan	2022
LC778004.1	HBV-A	Japan	2022
LC777919.1	HBV-B	Japan	2022
LC773632.1	HBV-E	Gabon	2021
LC773628.1	HBV-A	Gabon	2016
LC773627.1	HBV-A	Gabon	2016
LC773620.1	HBV-A	Gabon	2016
LC753677.1	HBV-B	Cambodia	2020
LC753676.1	HBV-B	Cambodia	2020
LC753675.1	HBV-B	Cambodia	2020
